"","Stn.Code","Sampling.Date","State","City.Town.Village.Area","Location.of.Monitoring.Station","Agency","Type.of.Location","SO2","NO2","RSPM.PM10","PM.2.5","season","quarter","Type.of.Location.Binary.form"
"676",370,"03-06-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,13,115,49,"summer",2,1
"677",370,"09-06-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",8,13,105,36,"summer",2,1
"678",370,"11-06-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",8,15,136,32,"summer",2,1
"679",370,"16-06-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,10,129,28,"summer",2,1
"680",370,"18-06-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,8,61,12,"summer",2,1
"681",370,"22-06-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,8,79,15,"summer",2,1
"682",370,"25-06-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,9,67,9,"summer",2,1
"683",370,"29-06-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",9,18,90,37,"summer",2,1
"684",370,"02-07-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",8,15,174,44,"rainy",2,1
"685",370,"06-07-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,14,96,37,"rainy",2,1
"686",370,"09-07-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,12,83,32,"rainy",2,1
"687",370,"13-07-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,15,116,39,"rainy",2,1
"688",370,"16-07-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,13,105,31,"rainy",2,1
"689",370,"20-07-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,13,117,41,"rainy",2,1
"690",370,"23-07-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,14,148,48,"rainy",2,1
"691",370,"27-07-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,6,43,19,"rainy",2,1
"692",370,"30-07-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,6,64,21,"rainy",2,1
"693",370,"03-08-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,67,38,"rainy",3,1
"694",370,"06-08-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,69,40,"rainy",3,1
"695",370,"10-08-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,10,71,41,"rainy",3,1
"696",370,"13-08-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,74,43,"rainy",3,1
"697",370,"17-08-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,72,42,"rainy",3,1
"698",370,"20-08-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,75,44,"rainy",3,1
"699",370,"24-08-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,10,71,40,"rainy",3,1
"700",370,"27-08-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,73,41,"rainy",3,1
"701",370,"31-08-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,11,75,45,"rainy",3,1
"702",370,"03-09-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,14,71,35,"rainy",3,1
"703",370,"07-09-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",8,15,109,44,"rainy",3,1
"704",370,"10-09-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,14,95,41,"rainy",3,1
"705",370,"14-09-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,15,96,44,"rainy",3,1
"706",370,"19-09-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,14,100,49,"rainy",3,1
"707",370,"21-09-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,15,108,47,"rainy",3,1
"708",370,"24-09-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,14,107,50,"rainy",3,1
"709",370,"28-09-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",8,14,97,38,"rainy",3,1
"710",370,"01-10-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",8,13,160,52,"winter",3,1
"711",370,"05-10-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,13,106,49,"winter",3,1
"712",370,"08-10-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,14,99,41,"winter",3,1
"713",370,"13-10-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,15,109,44,"winter",3,1
"714",370,"16-10-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",8,15,109,46,"winter",3,1
"715",370,"19-10-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,14,92,39,"winter",3,1
"716",370,"21-10-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,14,104,44,"winter",3,1
"717",370,"28-10-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",8,15,102,49,"winter",3,1
"718",370,"30-10-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",8,14,101,35,"winter",3,1
"719",370,"02-11-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,15,96,32,"winter",3,1
"720",370,"05-11-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",8,15,103,45,"winter",3,1
"721",370,"09-11-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,13,103,38,"winter",3,1
"722",370,"11-11-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",17,24,443,97,"winter",3,1
"723",370,"16-11-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,14,91,29,"winter",3,1
"724",370,"19-11-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,13,94,32,"winter",3,1
"725",370,"23-11-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",8,15,99,38,"winter",3,1
"726",370,"26-11-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,14,100,41,"winter",3,1
"727",370,"29-11-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,15,109,44,"winter",3,1
"728",370,"03-12-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,13,93,45,"winter",4,1
"729",370,"07-12-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,13,97,42,"winter",4,1
"730",370,"10-12-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,13,108,38,"winter",4,1
"731",370,"14-12-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,14,97,49,"winter",4,1
"732",370,"19-12-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",8,13,98,46,"winter",4,1
"733",370,"21-12-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,13,67,34,"winter",4,1
"734",370,"24-12-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,5,36,18,"winter",4,1
"735",370,"28-12-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,13,79,37,"winter",4,1
"736",370,"31-12-15","Odisha","Rourkela","Regional Office, ORPB, Rourkela","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,14,105,44,"winter",4,1
"737",423,"10-02-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,73,21,"winter",1,1
"738",423,"12-02-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,40,14,"winter",1,1
"739",423,"23-02-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,32,11,"winter",1,1
"740",423,"25-02-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,66,21,"winter",1,1
"741",423,"03-03-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,29,47,20,"summer",1,1
"742",423,"09-03-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,63,28,"summer",1,1
"743",423,"12-03-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,100,38,"summer",1,1
"744",423,"16-03-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,97,37,"summer",1,1
"745",423,"19-03-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,87,34,"summer",1,1
"746",423,"23-03-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,62,28,"summer",1,1
"747",423,"26-03-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,54,22,"summer",1,1
"748",423,"31-03-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,61,27,"summer",1,1
"749",423,"06-04-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,24,12,"summer",2,1
"750",423,"08-04-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,40,21,"summer",2,1
"751",423,"15-04-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,68,24,"summer",2,1
"752",423,"17-04-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,40,21,"summer",2,1
"753",423,"20-04-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,42,16,"summer",2,1
"754",423,"23-04-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,43,17,"summer",2,1
"755",423,"27-04-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,34,15,"summer",2,1
"756",423,"04-05-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,49,14,"summer",2,1
"757",423,"08-05-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,40,12,"summer",2,1
"758",423,"12-05-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,38,12,"summer",2,1
"759",423,"14-05-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,41,13,"summer",2,1
"760",423,"18-05-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,36,11,"summer",2,1
"761",423,"21-05-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,46,14,"summer",2,1
"762",423,"25-05-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,38,13,"summer",2,1
"763",423,"28-05-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,45,15,"summer",2,1
"764",423,"02-06-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,48,22,"summer",2,1
"765",423,"04-06-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,27,14,"summer",2,1
"766",423,"08-06-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,35,16,"summer",2,1
