dates,cases
16-09-15,"['Bronchitis', 'fever', 'heart problem', 'asthma', 'asthma', 'Pneumonia', 'COPD', 'asthma', 'heart problem', 'fever', 'COPD', 'nausea', 'nausea', 'heart problem', 'asthma', 'nausea', 'asthma', 'Bronchitis', 'fever', 'Pneumonia']"
21-09-15,"['nausea', 'heart problem', 'fever', 'fever', 'Pneumonia', 'COPD', 'asthma', 'nausea', 'COPD', 'asthma', 'heart problem', 'nausea', 'Bronchitis', 'Bronchitis', 'asthma', 'fever', 'asthma', 'Pneumonia', 'nausea', 'asthma']"
23-09-15,"['Pneumonia', 'Pneumonia', 'Bronchitis', 'heart problem', 'asthma', 'Bronchitis', 'nausea', 'heart problem', 'nausea', 'COPD', 'heart problem', 'fever', 'nausea', 'asthma', 'fever', 'nausea', 'asthma', 'fever', 'fever', 'COPD']"
28-09-15,"['COPD', 'heart problem', 'heart problem', 'heart problem', 'asthma', 'COPD', 'asthma', 'Pneumonia', 'Bronchitis', 'COPD', 'nausea', 'Pneumonia', 'Pneumonia', 'COPD', 'fever', 'COPD', 'Bronchitis', 'Pneumonia', 'heart problem', 'Bronchitis']"
30-09-15,"['fever', 'Bronchitis', 'Pneumonia', 'nausea', 'nausea', 'Pneumonia', 'Pneumonia', 'nausea', 'COPD', 'Pneumonia', 'nausea', 'fever', 'asthma', 'Pneumonia', 'Pneumonia', 'heart problem', 'fever', 'Bronchitis', 'asthma', 'nausea']"
01-10-15,"['fever', 'nausea', 'nausea', 'Bronchitis', 'nausea', 'fever', 'COPD', 'asthma', 'COPD', 'fever', 'Pneumonia', 'fever', 'Pneumonia', 'nausea', 'Pneumonia', 'nausea', 'asthma', 'Bronchitis', 'asthma', 'Pneumonia']"
03-10-15,"['asthma', 'asthma', 'heart problem', 'Bronchitis', 'heart problem', 'Bronchitis', 'Pneumonia', 'nausea', 'Bronchitis', 'fever', 'fever', 'Bronchitis', 'fever', 'fever', 'COPD', 'heart problem', 'fever', 'Bronchitis', 'nausea', 'asthma']"
07-10-15,"['Pneumonia', 'Pneumonia', 'fever', 'asthma', 'heart problem', 'fever', 'COPD', 'asthma', 'Bronchitis', 'asthma', 'Bronchitis', 'Bronchitis', 'COPD', 'nausea', 'fever', 'Bronchitis', 'nausea', 'fever', 'Bronchitis', 'Bronchitis']"
09-10-15,"['fever', 'fever', 'fever', 'COPD', 'Pneumonia', 'asthma', 'nausea', 'COPD', 'Bronchitis', 'fever', 'asthma', 'asthma', 'asthma', 'asthma', 'nausea', 'nausea', 'Pneumonia', 'fever', 'Pneumonia', 'fever']"
14-10-15,"['Bronchitis', 'COPD', 'asthma', 'heart problem', 'Bronchitis', 'COPD', 'heart problem', 'fever', 'heart problem', 'Pneumonia', 'Bronchitis', 'asthma', 'COPD', 'nausea', 'Bronchitis', 'heart problem', 'heart problem', 'asthma', 'nausea', 'Bronchitis']"
16-10-15,"['Pneumonia', 'heart problem', 'Pneumonia', 'Pneumonia', 'Pneumonia', 'COPD', 'asthma', 'Bronchitis', 'fever', 'nausea', 'Pneumonia', 'Bronchitis', 'heart problem', 'asthma', 'Bronchitis', 'heart problem', 'Pneumonia', 'Bronchitis', 'fever', 'COPD']"
28-10-15,"['COPD', 'fever', 'Bronchitis', 'Bronchitis', 'fever', 'nausea', 'asthma', 'Pneumonia', 'COPD', 'COPD', 'Bronchitis', 'heart problem', 'asthma', 'asthma', 'fever', 'asthma', 'Pneumonia', 'Pneumonia', 'Bronchitis', 'heart problem']"
30-10-15,"['nausea', 'Bronchitis', 'fever', 'asthma', 'nausea', 'heart problem', 'Pneumonia', 'Pneumonia', 'fever', 'Bronchitis', 'fever', 'heart problem', 'Pneumonia', 'Pneumonia', 'Pneumonia', 'nausea', 'Pneumonia', 'Pneumonia', 'Bronchitis', 'fever']"
02-11-15,"['asthma', 'heart problem', 'fever', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'nausea', 'nausea', 'asthma', 'COPD', 'Pneumonia', 'Pneumonia', 'asthma', 'asthma', 'COPD', 'asthma', 'Bronchitis', 'Pneumonia', 'COPD', 'nausea']"
04-11-15,"['Pneumonia', 'Pneumonia', 'fever', 'asthma', 'fever', 'asthma', 'asthma', 'Bronchitis', 'asthma', 'Pneumonia', 'fever', 'nausea', 'fever', 'COPD', 'asthma', 'COPD', 'COPD', 'Bronchitis', 'COPD', 'fever']"
07-11-15,"['COPD', 'Bronchitis', 'asthma', 'fever', 'asthma', 'Bronchitis', 'heart problem', 'Bronchitis', 'asthma', 'Pneumonia', 'Bronchitis', 'nausea', 'Bronchitis', 'Pneumonia', 'nausea', 'fever', 'Pneumonia', 'fever', 'fever', 'Pneumonia']"
09-11-15,"['asthma', 'COPD', 'nausea', 'fever', 'asthma', 'fever', 'asthma', 'Bronchitis', 'nausea', 'COPD', 'fever', 'Pneumonia', 'COPD', 'COPD', 'asthma', 'Pneumonia', 'Bronchitis', 'Pneumonia', 'Pneumonia', 'heart problem']"
16-11-15,"['heart problem', 'COPD', 'fever', 'nausea', 'COPD', 'fever', 'fever', 'nausea', 'COPD', 'Pneumonia', 'fever', 'nausea', 'asthma', 'fever', 'nausea', 'Bronchitis', 'fever', 'COPD', 'nausea', 'fever']"
18-11-15,"['fever', 'heart problem', 'Pneumonia', 'asthma', 'Bronchitis', 'heart problem', 'nausea', 'nausea', 'Pneumonia', 'heart problem', 'heart problem', 'asthma', 'Bronchitis', 'heart problem', 'asthma', 'asthma', 'heart problem', 'heart problem', 'COPD', 'fever']"
21-11-15,"['asthma', 'fever', 'fever', 'Bronchitis', 'Pneumonia', 'COPD', 'Pneumonia', 'asthma', 'asthma', 'asthma', 'COPD', 'fever', 'Pneumonia', 'heart problem', 'Pneumonia', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'fever', 'asthma']"
23-11-15,"['fever', 'fever', 'fever', 'Pneumonia', 'nausea', 'Pneumonia', 'asthma', 'fever', 'Pneumonia', 'asthma', 'heart problem', 'Bronchitis', 'Bronchitis', 'fever', 'COPD', 'Pneumonia', 'Bronchitis', 'Pneumonia', 'nausea', 'nausea']"
28-11-15,"['Pneumonia', 'Pneumonia', 'Pneumonia', 'Bronchitis', 'Bronchitis', 'fever', 'Bronchitis', 'COPD', 'COPD', 'COPD', 'fever', 'COPD', 'Pneumonia', 'nausea', 'heart problem', 'COPD', 'Bronchitis', 'heart problem', 'Pneumonia', 'Bronchitis']"
30-11-15,"['asthma', 'fever', 'fever', 'heart problem', 'fever', 'COPD', 'COPD', 'COPD', 'nausea', 'COPD', 'COPD', 'asthma', 'fever', 'asthma', 'COPD', 'nausea', 'asthma', 'nausea', 'Pneumonia', 'COPD']"
02-12-15,"['Pneumonia', 'Bronchitis', 'COPD', 'COPD', 'COPD', 'COPD', 'heart problem', 'COPD', 'Pneumonia', 'nausea', 'Pneumonia', 'fever', 'fever', 'Bronchitis', 'asthma', 'nausea', 'COPD', 'asthma', 'Bronchitis', 'COPD']"
04-12-15,"['asthma', 'heart problem', 'Bronchitis', 'asthma', 'nausea', 'COPD', 'Pneumonia', 'COPD', 'Bronchitis', 'COPD', 'heart problem', 'Bronchitis', 'COPD', 'Bronchitis', 'heart problem', 'Bronchitis', 'nausea', 'asthma', 'fever', 'heart problem']"
07-12-15,"['nausea', 'fever', 'nausea', 'Bronchitis', 'nausea', 'heart problem', 'Pneumonia', 'fever', 'asthma', 'nausea', 'asthma', 'heart problem', 'fever', 'fever', 'Bronchitis', 'fever', 'heart problem', 'nausea', 'heart problem', 'Bronchitis']"
09-12-15,"['asthma', 'Pneumonia', 'asthma', 'COPD', 'fever', 'Pneumonia', 'heart problem', 'Pneumonia', 'Pneumonia', 'asthma', 'heart problem', 'COPD', 'Pneumonia', 'asthma', 'fever', 'Bronchitis', 'heart problem', 'COPD', 'Pneumonia', 'Bronchitis']"
14-12-15,"['asthma', 'nausea', 'Pneumonia', 'fever', 'nausea', 'Pneumonia', 'heart problem', 'COPD', 'Bronchitis', 'asthma', 'fever', 'nausea', 'nausea', 'Pneumonia', 'Pneumonia', 'COPD', 'fever', 'asthma', 'asthma', 'Bronchitis']"
16-12-15,"['heart problem', 'heart problem', 'Pneumonia', 'Bronchitis', 'fever', 'Bronchitis', 'heart problem', 'nausea', 'COPD', 'asthma', 'nausea', 'COPD', 'fever', 'fever', 'nausea', 'asthma', 'nausea', 'asthma', 'fever', 'asthma']"
21-12-15,"['asthma', 'nausea', 'heart problem', 'heart problem', 'COPD', 'Pneumonia', 'COPD', 'nausea', 'asthma', 'fever', 'Bronchitis', 'asthma', 'COPD', 'heart problem', 'asthma', 'Bronchitis', 'asthma', 'COPD', 'fever', 'asthma']"
23-12-15,"['Bronchitis', 'asthma', 'COPD', 'nausea', 'asthma', 'Pneumonia', 'fever', 'Bronchitis', 'Bronchitis', 'fever', 'nausea', 'nausea', 'asthma', 'fever', 'fever', 'fever', 'asthma', 'Pneumonia', 'COPD', 'fever']"
28-12-15,"['Bronchitis', 'Bronchitis', 'COPD', 'Bronchitis', 'Bronchitis', 'fever', 'Pneumonia', 'Pneumonia', 'nausea', 'Pneumonia', 'heart problem', 'asthma', 'asthma', 'fever', 'nausea', 'COPD', 'asthma', 'Pneumonia', 'COPD', 'nausea']"
30-12-15,"['fever', 'fever', 'Bronchitis', 'fever', 'fever', 'nausea', 'heart problem', 'fever', 'heart problem', 'fever', 'heart problem', 'nausea', 'fever', 'Bronchitis', 'Bronchitis', 'asthma', 'heart problem', 'asthma', 'fever', 'COPD']"
05-01-15,"['fever', 'COPD', 'heart problem', 'Bronchitis', 'nausea', 'Pneumonia', 'fever', 'heart problem', 'asthma', 'Pneumonia', 'nausea', 'heart problem', 'fever', 'asthma', 'fever', 'Pneumonia', 'Bronchitis', 'Bronchitis', 'asthma', 'Pneumonia']"
08-01-15,"['Bronchitis', 'fever', 'asthma', 'nausea', 'nausea', 'Bronchitis', 'COPD', 'Bronchitis', 'Bronchitis', 'Pneumonia', 'Pneumonia', 'heart problem', 'COPD', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'COPD', 'asthma', 'fever', 'asthma']"
12-01-15,"['fever', 'Bronchitis', 'Pneumonia', 'nausea', 'Pneumonia', 'nausea', 'asthma', 'COPD', 'heart problem', 'asthma', 'fever', 'nausea', 'COPD', 'nausea', 'Pneumonia', 'nausea', 'asthma', 'Pneumonia', 'COPD', 'Pneumonia']"
15-01-15,"['fever', 'Bronchitis', 'heart problem', 'COPD', 'Bronchitis', 'COPD', 'Bronchitis', 'Pneumonia', 'heart problem', 'heart problem', 'Bronchitis', 'COPD', 'asthma', 'COPD', 'asthma', 'Bronchitis', 'nausea', 'nausea', 'heart problem', 'nausea']"
17-01-15,"['nausea', 'fever', 'fever', 'nausea', 'fever', 'Bronchitis', 'heart problem', 'Pneumonia', 'asthma', 'asthma', 'Bronchitis', 'asthma', 'COPD', 'Bronchitis', 'Bronchitis', 'nausea', 'nausea', 'COPD', 'COPD', 'heart problem']"
19-01-15,"['nausea', 'Pneumonia', 'asthma', 'heart problem', 'asthma', 'asthma', 'nausea', 'Bronchitis', 'Pneumonia', 'heart problem', 'fever', 'COPD', 'fever', 'COPD', 'COPD', 'Pneumonia', 'Bronchitis', 'COPD', 'Pneumonia', 'Pneumonia']"
21-01-15,"['fever', 'COPD', 'COPD', 'asthma', 'asthma', 'asthma', 'Pneumonia', 'fever', 'Pneumonia', 'heart problem', 'asthma', 'heart problem', 'COPD', 'Pneumonia', 'nausea', 'nausea', 'COPD', 'Pneumonia', 'asthma', 'Bronchitis']"
28-01-15,"['heart problem', 'Pneumonia', 'asthma', 'Pneumonia', 'fever', 'heart problem', 'COPD', 'Pneumonia', 'Bronchitis', 'COPD', 'asthma', 'Pneumonia', 'COPD', 'COPD', 'fever', 'asthma', 'heart problem', 'heart problem', 'Pneumonia', 'nausea']"
31-01-15,"['heart problem', 'COPD', 'asthma', 'fever', 'Pneumonia', 'heart problem', 'COPD', 'Pneumonia', 'heart problem', 'Bronchitis', 'Bronchitis', 'heart problem', 'heart problem', 'nausea', 'COPD', 'heart problem', 'asthma', 'COPD', 'fever', 'nausea']"
02-02-15,"['nausea', 'fever', 'asthma', 'COPD', 'heart problem', 'nausea', 'nausea', 'Bronchitis', 'Bronchitis', 'fever', 'nausea', 'Bronchitis', 'heart problem', 'asthma', 'nausea', 'heart problem', 'COPD', 'fever', 'heart problem', 'Pneumonia']"
04-02-15,"['heart problem', 'asthma', 'fever', 'Bronchitis', 'COPD', 'COPD', 'nausea', 'Bronchitis', 'fever', 'asthma', 'Bronchitis', 'nausea', 'heart problem', 'COPD', 'asthma', 'nausea', 'asthma', 'Bronchitis', 'heart problem', 'asthma']"
07-02-15,"['Bronchitis', 'COPD', 'fever', 'nausea', 'nausea', 'COPD', 'COPD', 'COPD', 'fever', 'heart problem', 'fever', 'COPD', 'heart problem', 'heart problem', 'COPD', 'heart problem', 'Bronchitis', 'Bronchitis', 'asthma', 'Bronchitis']"
09-02-15,"['Bronchitis', 'Bronchitis', 'nausea', 'Bronchitis', 'asthma', 'fever', 'nausea', 'heart problem', 'fever', 'Pneumonia', 'Pneumonia', 'fever', 'heart problem', 'Bronchitis', 'heart problem', 'fever', 'Bronchitis', 'COPD', 'heart problem', 'Pneumonia']"
13-02-15,"['Bronchitis', 'heart problem', 'nausea', 'asthma', 'fever', 'asthma', 'nausea', 'nausea', 'fever', 'fever', 'nausea', 'heart problem', 'fever', 'nausea', 'Pneumonia', 'heart problem', 'heart problem', 'Pneumonia', 'Pneumonia', 'fever']"
18-02-15,"['nausea', 'COPD', 'fever', 'asthma', 'COPD', 'asthma', 'Pneumonia', 'COPD', 'heart problem', 'nausea', 'Pneumonia', 'Pneumonia', 'asthma', 'heart problem', 'nausea', 'nausea', 'heart problem', 'Pneumonia', 'COPD', 'COPD']"
24-02-15,"['Bronchitis', 'nausea', 'Bronchitis', 'Pneumonia', 'COPD', 'asthma', 'asthma', 'COPD', 'COPD', 'Pneumonia', 'heart problem', 'asthma', 'heart problem', 'COPD', 'fever', 'asthma', 'nausea', 'heart problem', 'Bronchitis', 'Pneumonia']"
26-02-15,"['asthma', 'nausea', 'heart problem', 'fever', 'heart problem', 'nausea', 'fever', 'Bronchitis', 'fever', 'fever', 'fever', 'COPD', 'nausea', 'COPD', 'heart problem', 'COPD', 'nausea', 'fever', 'Bronchitis', 'nausea']"
28-02-15,"['asthma', 'COPD', 'COPD', 'Pneumonia', 'nausea', 'fever', 'nausea', 'fever', 'nausea', 'COPD', 'nausea', 'Bronchitis', 'COPD', 'asthma', 'Pneumonia', 'heart problem', 'Pneumonia', 'Bronchitis', 'COPD', 'asthma']"
02-03-15,"['nausea', 'COPD', 'nausea', 'asthma', 'nausea', 'Pneumonia', 'heart problem', 'asthma', 'nausea', 'fever', 'Pneumonia', 'heart problem', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'heart problem', 'fever', 'Bronchitis', 'Pneumonia', 'heart problem']"
07-03-15,"['Bronchitis', 'fever', 'heart problem', 'Pneumonia', 'COPD', 'nausea', 'COPD', 'nausea', 'COPD', 'heart problem', 'asthma', 'asthma', 'Pneumonia', 'Bronchitis', 'nausea', 'asthma', 'Bronchitis', 'fever', 'asthma', 'Pneumonia']"
10-03-15,"['heart problem', 'asthma', 'asthma', 'asthma', 'nausea', 'Pneumonia', 'heart problem', 'COPD', 'nausea', 'asthma', 'COPD', 'nausea', 'asthma', 'asthma', 'Bronchitis', 'Bronchitis', 'nausea', 'fever', 'Bronchitis', 'asthma']"
13-03-15,"['Pneumonia', 'heart problem', 'Pneumonia', 'fever', 'fever', 'nausea', 'asthma', 'Bronchitis', 'heart problem', 'Bronchitis', 'asthma', 'COPD', 'heart problem', 'Bronchitis', 'asthma', 'Bronchitis', 'Pneumonia', 'fever', 'asthma', 'COPD']"
16-03-15,"['COPD', 'Pneumonia', 'COPD', 'COPD', 'Bronchitis', 'fever', 'asthma', 'COPD', 'COPD', 'Pneumonia', 'Pneumonia', 'asthma', 'Bronchitis', 'heart problem', 'COPD', 'heart problem', 'COPD', 'nausea', 'asthma', 'Bronchitis']"
18-03-15,"['COPD', 'COPD', 'COPD', 'Pneumonia', 'Pneumonia', 'COPD', 'nausea', 'nausea', 'Pneumonia', 'fever', 'nausea', 'heart problem', 'nausea', 'heart problem', 'asthma', 'fever', 'COPD', 'asthma', 'nausea', 'Bronchitis']"
21-03-15,"['Pneumonia', 'COPD', 'asthma', 'asthma', 'asthma', 'Pneumonia', 'heart problem', 'nausea', 'heart problem', 'COPD', 'asthma', 'nausea', 'asthma', 'fever', 'Bronchitis', 'COPD', 'Pneumonia', 'nausea', 'nausea', 'heart problem']"
24-03-15,"['asthma', 'heart problem', 'asthma', 'COPD', 'Bronchitis', 'Bronchitis', 'nausea', 'Bronchitis', 'asthma', 'asthma', 'asthma', 'asthma', 'heart problem', 'Pneumonia', 'Pneumonia', 'COPD', 'asthma', 'nausea', 'Bronchitis', 'nausea']"
27-03-15,"['Pneumonia', 'fever', 'nausea', 'heart problem', 'COPD', 'fever', 'fever', 'Pneumonia', 'Bronchitis', 'nausea', 'nausea', 'fever', 'nausea', 'Pneumonia', 'COPD', 'COPD', 'nausea', 'asthma', 'heart problem', 'heart problem']"
02-04-15,"['COPD', 'COPD', 'COPD', 'fever', 'COPD', 'nausea', 'fever', 'Pneumonia', 'COPD', 'Bronchitis', 'COPD', 'asthma', 'fever', 'Pneumonia', 'nausea', 'Pneumonia', 'asthma', 'Bronchitis', 'Bronchitis', 'fever']"
06-04-15,"['Pneumonia', 'asthma', 'heart problem', 'Pneumonia', 'Pneumonia', 'COPD', 'Pneumonia', 'asthma', 'Bronchitis', 'Pneumonia', 'COPD', 'Bronchitis', 'Bronchitis', 'asthma', 'fever', 'fever', 'nausea', 'nausea', 'asthma', 'COPD']"
09-04-15,"['COPD', 'COPD', 'fever', 'heart problem', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'asthma', 'nausea', 'Pneumonia', 'heart problem', 'heart problem', 'Bronchitis', 'asthma', 'nausea', 'COPD', 'Pneumonia', 'COPD', 'asthma', 'asthma']"
13-04-15,"['fever', 'Bronchitis', 'Bronchitis', 'heart problem', 'nausea', 'fever', 'COPD', 'COPD', 'COPD', 'Pneumonia', 'asthma', 'asthma', 'Bronchitis', 'asthma', 'heart problem', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'nausea', 'asthma']"
17-04-15,"['asthma', 'Bronchitis', 'asthma', 'Pneumonia', 'fever', 'asthma', 'COPD', 'asthma', 'Pneumonia', 'fever', 'fever', 'heart problem', 'Bronchitis', 'nausea', 'Pneumonia', 'Pneumonia', 'asthma', 'fever', 'nausea', 'nausea']"
20-04-15,"['COPD', 'heart problem', 'Pneumonia', 'Pneumonia', 'asthma', 'fever', 'Bronchitis', 'Bronchitis', 'heart problem', 'nausea', 'COPD', 'Bronchitis', 'asthma', 'Pneumonia', 'asthma', 'heart problem', 'nausea', 'asthma', 'fever', 'heart problem']"
23-04-15,"['asthma', 'fever', 'Pneumonia', 'asthma', 'nausea', 'Bronchitis', 'Pneumonia', 'asthma', 'asthma', 'Bronchitis', 'COPD', 'COPD', 'Pneumonia', 'Bronchitis', 'asthma', 'heart problem', 'heart problem', 'heart problem', 'fever', 'Bronchitis']"
27-04-15,"['Bronchitis', 'asthma', 'nausea', 'COPD', 'nausea', 'heart problem', 'heart problem', 'COPD', 'COPD', 'Pneumonia', 'asthma', 'Bronchitis', 'fever', 'Bronchitis', 'Pneumonia', 'Pneumonia', 'heart problem', 'COPD', 'Pneumonia', 'fever']"
29-04-15,"['Pneumonia', 'asthma', 'Pneumonia', 'asthma', 'COPD', 'COPD', 'fever', 'heart problem', 'nausea', 'Bronchitis', 'COPD', 'fever', 'fever', 'Pneumonia', 'asthma', 'Pneumonia', 'COPD', 'nausea', 'nausea', 'Bronchitis']"
02-05-15,"['heart problem', 'COPD', 'Pneumonia', 'heart problem', 'COPD', 'Bronchitis', 'fever', 'COPD', 'COPD', 'Bronchitis', 'heart problem', 'Pneumonia', 'Bronchitis', 'heart problem', 'heart problem', 'nausea', 'nausea', 'heart problem', 'Pneumonia', 'Bronchitis']"
04-05-15,"['COPD', 'nausea', 'asthma', 'fever', 'Bronchitis', 'Bronchitis', 'COPD', 'Bronchitis', 'nausea', 'Bronchitis', 'fever', 'COPD', 'nausea', 'heart problem', 'nausea', 'nausea', 'nausea', 'Bronchitis', 'Pneumonia', 'nausea']"
07-05-15,"['Bronchitis', 'fever', 'asthma', 'heart problem', 'heart problem', 'Bronchitis', 'Pneumonia', 'heart problem', 'heart problem', 'nausea', 'nausea', 'COPD', 'heart problem', 'heart problem', 'Bronchitis', 'fever', 'Pneumonia', 'heart problem', 'Pneumonia', 'nausea']"
11-05-15,"['Pneumonia', 'nausea', 'COPD', 'Bronchitis', 'fever', 'COPD', 'asthma', 'asthma', 'heart problem', 'Pneumonia', 'Bronchitis', 'asthma', 'fever', 'Pneumonia', 'nausea', 'Pneumonia', 'Bronchitis', 'asthma', 'nausea', 'asthma']"
15-05-15,"['asthma', 'fever', 'asthma', 'heart problem', 'asthma', 'asthma', 'heart problem', 'fever', 'asthma', 'nausea', 'asthma', 'asthma', 'asthma', 'COPD', 'COPD', 'heart problem', 'Pneumonia', 'COPD', 'asthma', 'COPD']"
19-05-15,"['Pneumonia', 'fever', 'Pneumonia', 'fever', 'nausea', 'COPD', 'asthma', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'COPD', 'asthma', 'Pneumonia', 'heart problem', 'asthma', 'COPD', 'COPD', 'Bronchitis', 'nausea', 'COPD']"
22-05-15,"['asthma', 'Bronchitis', 'nausea', 'asthma', 'COPD', 'heart problem', 'nausea', 'Bronchitis', 'asthma', 'Bronchitis', 'COPD', 'Pneumonia', 'Pneumonia', 'fever', 'COPD', 'asthma', 'Bronchitis', 'asthma', 'fever', 'Bronchitis']"
25-05-15,"['fever', 'Bronchitis', 'fever', 'heart problem', 'nausea', 'COPD', 'fever', 'heart problem', 'COPD', 'nausea', 'Bronchitis', 'asthma', 'asthma', 'Pneumonia', 'nausea', 'Pneumonia', 'nausea', 'nausea', 'Pneumonia', 'COPD']"
29-05-15,"['COPD', 'Bronchitis', 'Pneumonia', 'asthma', 'nausea', 'heart problem', 'COPD', 'fever', 'asthma', 'Pneumonia', 'heart problem', 'fever', 'COPD', 'nausea', 'heart problem', 'COPD', 'fever', 'Pneumonia', 'asthma', 'nausea']"
01-06-15,"['Pneumonia', 'asthma', 'nausea', 'nausea', 'Bronchitis', 'Pneumonia', 'asthma', 'heart problem', 'nausea', 'asthma', 'fever', 'fever', 'heart problem', 'Bronchitis', 'heart problem', 'COPD', 'fever', 'nausea', 'COPD', 'heart problem']"
03-06-15,"['fever', 'fever', 'nausea', 'Pneumonia', 'asthma', 'asthma', 'nausea', 'asthma', 'fever', 'COPD', 'COPD', 'asthma', 'Bronchitis', 'heart problem', 'Bronchitis', 'fever', 'heart problem', 'Bronchitis', 'Pneumonia', 'fever']"
05-06-15,"['heart problem', 'Pneumonia', 'heart problem', 'fever', 'COPD', 'asthma', 'heart problem', 'Pneumonia', 'COPD', 'heart problem', 'nausea', 'COPD', 'Bronchitis', 'COPD', 'COPD', 'Pneumonia', 'asthma', 'Pneumonia', 'heart problem', 'asthma']"
08-06-15,"['Bronchitis', 'COPD', 'Pneumonia', 'asthma', 'asthma', 'Pneumonia', 'asthma', 'nausea', 'Bronchitis', 'Pneumonia', 'COPD', 'Pneumonia', 'heart problem', 'asthma', 'COPD', 'Pneumonia', 'Pneumonia', 'fever', 'nausea', 'heart problem']"
11-06-15,"['COPD', 'Pneumonia', 'asthma', 'Bronchitis', 'Pneumonia', 'asthma', 'asthma', 'COPD', 'COPD', 'asthma', 'nausea', 'heart problem', 'heart problem', 'nausea', 'fever', 'heart problem', 'asthma', 'Pneumonia', 'Bronchitis', 'Pneumonia']"
16-06-15,"['asthma', 'Pneumonia', 'heart problem', 'Bronchitis', 'fever', 'heart problem', 'Pneumonia', 'nausea', 'asthma', 'asthma', 'fever', 'fever', 'asthma', 'nausea', 'nausea', 'COPD', 'Bronchitis', 'heart problem', 'fever', 'COPD']"
19-06-15,"['Bronchitis', 'Pneumonia', 'heart problem', 'fever', 'heart problem', 'nausea', 'nausea', 'Pneumonia', 'heart problem', 'Pneumonia', 'Pneumonia', 'heart problem', 'COPD', 'nausea', 'nausea', 'Pneumonia', 'COPD', 'Pneumonia', 'Pneumonia', 'COPD']"
23-06-15,"['nausea', 'asthma', 'asthma', 'COPD', 'Bronchitis', 'nausea', 'Bronchitis', 'heart problem', 'asthma', 'nausea', 'Pneumonia', 'Pneumonia', 'Bronchitis', 'COPD', 'nausea', 'fever', 'Pneumonia', 'COPD', 'Pneumonia', 'Bronchitis']"
26-06-15,"['Bronchitis', 'nausea', 'heart problem', 'Pneumonia', 'asthma', 'asthma', 'Bronchitis', 'asthma', 'asthma', 'COPD', 'Pneumonia', 'heart problem', 'nausea', 'Pneumonia', 'asthma', 'asthma', 'COPD', 'COPD', 'Bronchitis', 'asthma']"
01-07-15,"['Bronchitis', 'nausea', 'asthma', 'asthma', 'fever', 'COPD', 'nausea', 'Bronchitis', 'Bronchitis', 'Pneumonia', 'nausea', 'heart problem', 'Pneumonia', 'fever', 'heart problem', 'nausea', 'heart problem', 'fever', 'COPD', 'heart problem']"
04-07-15,"['Bronchitis', 'asthma', 'Pneumonia', 'Pneumonia', 'COPD', 'asthma', 'asthma', 'heart problem', 'COPD', 'nausea', 'fever', 'COPD', 'nausea', 'COPD', 'heart problem', 'nausea', 'Bronchitis', 'COPD', 'fever', 'Pneumonia']"
06-07-15,"['COPD', 'COPD', 'fever', 'heart problem', 'Pneumonia', 'Bronchitis', 'fever', 'asthma', 'asthma', 'asthma', 'COPD', 'fever', 'nausea', 'asthma', 'Bronchitis', 'asthma', 'nausea', 'Bronchitis', 'fever', 'Pneumonia']"
09-07-15,"['asthma', 'nausea', 'Bronchitis', 'asthma', 'asthma', 'COPD', 'COPD', 'fever', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'asthma', 'fever', 'asthma', 'asthma', 'asthma', 'fever', 'nausea', 'asthma', 'asthma']"
14-07-15,"['heart problem', 'asthma', 'fever', 'COPD', 'asthma', 'asthma', 'Pneumonia', 'heart problem', 'asthma', 'asthma', 'fever', 'COPD', 'COPD', 'heart problem', 'fever', 'Pneumonia', 'heart problem', 'heart problem', 'heart problem', 'Bronchitis']"
16-07-15,"['Pneumonia', 'nausea', 'Pneumonia', 'heart problem', 'Bronchitis', 'asthma', 'heart problem', 'Bronchitis', 'Pneumonia', 'fever', 'fever', 'Pneumonia', 'nausea', 'COPD', 'nausea', 'Pneumonia', 'Bronchitis', 'COPD', 'heart problem', 'fever']"
21-07-15,"['nausea', 'nausea', 'Pneumonia', 'nausea', 'asthma', 'fever', 'nausea', 'Bronchitis', 'Bronchitis', 'Pneumonia', 'fever', 'COPD', 'fever', 'Pneumonia', 'COPD', 'nausea', 'heart problem', 'fever', 'heart problem', 'asthma']"
24-07-15,"['Bronchitis', 'Pneumonia', 'COPD', 'fever', 'heart problem', 'COPD', 'Bronchitis', 'nausea', 'fever', 'heart problem', 'asthma', 'COPD', 'nausea', 'Pneumonia', 'nausea', 'asthma', 'Bronchitis', 'Bronchitis', 'asthma', 'asthma']"
03-08-15,"['heart problem', 'nausea', 'Pneumonia', 'asthma', 'Pneumonia', 'fever', 'asthma', 'nausea', 'asthma', 'Pneumonia', 'nausea', 'heart problem', 'COPD', 'heart problem', 'fever', 'heart problem', 'heart problem', 'fever', 'fever', 'Pneumonia']"
